hex9,value
89196bb5697ffff,80
89196bb098fffff,30
89196bb0ba3ffff,95
89196bb0bb7ffff,10
89196bb0ba3ffff,15
89196bb0ba3ffff,85
89196bb0bb7ffff,50
89196bb0bbbffff,45
89196bb0bb3ffff,125
89196bb0b87ffff,50
89196bb0bb3ffff,120
89196bb0bb3ffff,100
89196bb0bb3ffff,30
89196bb0b87ffff,100
89196bb0b87ffff,170
89196bb094bffff,75
89196bb094bffff,25
89196bb094fffff,25
89196bb0b87ffff,120
89196bb0b87ffff,105
89196bb094bffff,70
89196bb094bffff,205
89196bb094bffff,115
89196bb0943ffff,80
89196bb0943ffff,25
89196bb0943ffff,15
89196bb0b87ffff,95
89196bb0b97ffff,75
89196bb094bffff,125
89196bb094bffff,160
89196bb094bffff,150
89196bb0967ffff,285
89196bb0963ffff,105
89196bb0947ffff,30
89196bb0947ffff,15
89196bb091bffff,20
89196bb091bffff,40
89196bb09c7ffff,10
89196bb09c7ffff,35
89196bb0837ffff,10
89196bb0837ffff,45
89196bb0943ffff,65
89196bb0b97ffff,10
89196bb0b97ffff,20
89196bb095bffff,100
89196bb095bffff,55
89196bb095bffff,30
89196bb095bffff,25
89196bb095bffff,30
89196bb082fffff,40
89196bb0827ffff,10
89196bb7147ffff,5
89196bb7147ffff,15
89196bb7387ffff,45
89196bb7387ffff,65
89196bb7143ffff,20
89196bb7387ffff,90
89196bb7387ffff,45
89196bb7143ffff,20
89196bb7383ffff,40
89196bb7397ffff,35
89196bb7227ffff,15
89196bb7353ffff,105
89196bb73cbffff,170
89196bb73cfffff,10
89196bb722bffff,40
89196bb722fffff,60
89196bb722fffff,60
89196bb722fffff,55
89196bb7227ffff,10
89196bb73cbffff,80
89196bb738bffff,160
89196bb738bffff,95
89196bb7383ffff,45
89196bb73cfffff,110
89196bb73c3ffff,160
89196bb73c3ffff,75
89196bb73c7ffff,135
89196bb73c7ffff,105
89196bb738bffff,210
89196bb738bffff,110
89196bb73cbffff,140
89196bb722bffff,45
89196bb722bffff,85
89196bb7223ffff,85
89196bb7223ffff,145
89196bb7227ffff,20
89196bb7227ffff,90
89196bb7227ffff,90
89196bb73cbffff,130
89196bb73cbffff,185
89196bb738bffff,20
89196bb7383ffff,15
89196bb7383ffff,5
89196bb73c3ffff,10
89196bb73c3ffff,25
89196bb73c3ffff,15
89196bb73d7ffff,135
89196bb73d7ffff,125
89196bb738bffff,130
89196bb738bffff,115
89196bb739bffff,85
89196bb7383ffff,65
89196bb7383ffff,120
89196bb73c3ffff,35
89196bb73c3ffff,135
89196bb73c3ffff,175
89196bb73c3ffff,55
89196bb73d7ffff,135
89196bb73d7ffff,125
89196bb73d7ffff,150
89196bb7143ffff,30
89196bb7383ffff,40
89196bb7397ffff,20
89196bb715bffff,20
89196bb715bffff,30
89196bb7393ffff,95
89196bb7397ffff,95
89196bb7397ffff,60
89196bb715bffff,25
89196bb7393ffff,45
89196bb722bffff,85
89196bb722bffff,115
89196bb7223ffff,175
89196bb7223ffff,5
89196bb7223ffff,75
89196bb7237ffff,80
89196bb7237ffff,100
89196bb7237ffff,160
89196bb73cbffff,160
89196bb73cbffff,95
89196bb739bffff,125
89196bb739bffff,120
89196bb739bffff,100
89196bb7383ffff,120
89196bb73dbffff,170
89196bb73d3ffff,240
89196bb73d7ffff,240
89196bb73d7ffff,130
89196bb73d7ffff,150
89196bb722bffff,70
89196bb723bffff,100
89196bb7223ffff,100
89196bb7223ffff,85
89196bb7223ffff,50
89196bb7237ffff,25
89196bb7237ffff,55
89196bb7237ffff,85
89196bb73dbffff,145
89196bb73dbffff,25
89196bab453ffff,45
89196bab453ffff,65
89196bab453ffff,55
89196bab453ffff,80
89196bab4cfffff,50
89196bab4cfffff,10
89196bab6d3ffff,20
89196bab6d3ffff,15
89196bab6d7ffff,30
89196bab6d7ffff,10
89196bab6d7ffff,15
89196bab69bffff,30
89196bab69bffff,30
89196bab69bffff,75
89196bab693ffff,45
89196bab693ffff,50
89196bab693ffff,40
89196b1692fffff,40
89196b1692fffff,50
89196b1692fffff,65
89196bab45bffff,45
89196bab45bffff,45
89196bab453ffff,55
89196bab453ffff,65
89196bab453ffff,105
89196bab453ffff,90
89196bab4cfffff,45
89196bab6dbffff,30
89196bab6d3ffff,40
89196bab6d3ffff,50
89196b1696fffff,20
89196b1696fffff,20
89196bab69bffff,25
89196bab69bffff,30
89196bab693ffff,105
89196bab693ffff,60
89196bab693ffff,65
89196b1692fffff,55
89196b1692fffff,60
89196b1692fffff,40
89196b16927ffff,25
89196b16927ffff,45
89196b16927ffff,90
89196bab453ffff,90
89196bab453ffff,90
89196bab4cbffff,55
89196bab4cfffff,15
89196bab6d3ffff,15
89196bab6d3ffff,50
89196bab6d3ffff,50
89196b1696fffff,20
89196b1696fffff,30
89196b1696fffff,30
89196b16967ffff,15
89196b16967ffff,25
89196b16967ffff,30
89196bab693ffff,30
89196b1692bffff,20
89196b1692fffff,25
89196b1692fffff,10
89196b1692fffff,45
89196b16927ffff,80
89196b16927ffff,90
89196b16927ffff,75
89196b16927ffff,95
89196bab4cbffff,45
89196bab4cbffff,35
89196bab4cbffff,25
89196b1696bffff,30
89196b1696fffff,40
89196b1696fffff,20
89196b1696fffff,10
89196b16967ffff,10
89196b16967ffff,20
89196b16967ffff,35
89196b1692bffff,10
89196b1692bffff,10
89196b1692bffff,10
89196b1692bffff,20
89196b16923ffff,50
89196b16923ffff,65
89196b16927ffff,50
89196b16927ffff,80
89196b16927ffff,50
89196bab4cbffff,15
89196b1696bffff,30
89196b16963ffff,5
89196b16923ffff,20
89196b16923ffff,25
89196b16923ffff,30
89196b16937ffff,50
89196b16923ffff,15
89196b16923ffff,10
89196b16923ffff,25
89196b16937ffff,25
89196b1693bffff,10
89196b1693bffff,10
89196b1693bffff,25
89196b16933ffff,35
89196b16933ffff,25
89196bb9b07ffff,5
89196bb9b33ffff,5
89196bb9ba7ffff,75
89196bb9b07ffff,10
89196bb9babffff,5
89196bb9ba7ffff,55
89196bb9b07ffff,10
89196bb9ba3ffff,50
89196bb9b03ffff,5
89196bb9b17ffff,10
89196bb8bcfffff,35
89196bb8bcfffff,60
89196bb8bcfffff,50
89196bb8bc7ffff,20
89196bb8bcfffff,75
89196bb8bcfffff,40
89196bb8bcbffff,40
89196bb8bcfffff,30
89196bb8bcbffff,20
89196bb8bcbffff,25
89196bb894bffff,45
89196bb895bffff,20
89196bb895bffff,50
89196bb8953ffff,45
89196bb882fffff,15
89196bb895bffff,60
89196bb895bffff,30
89196bb895bffff,5
89196bb8953ffff,85
89196bb8953ffff,85
89196bb9ba3ffff,5
89196bab4c7ffff,10
89196bb9b57ffff,5
89196bb9b17ffff,5
89196bb9b1bffff,15
89196bb9b1bffff,10
89196bb9b1bffff,5
89196bb9a6fffff,10
89196bb9a6fffff,5
89196bb9a67ffff,10
89196bb8bcbffff,10
89196bb8b83ffff,5
89196bb8b83ffff,105
89196bb8b97ffff,35
89196bb8b9bffff,5
89196bb8b93ffff,110
89196bb8b93ffff,185
89196bb8b93ffff,35
89196bb8b93ffff,45
89196bb8b93ffff,40
89196bb8953ffff,100
89196bb89cfffff,15
89196bb882fffff,55
89196bb882fffff,110
89196bb8827ffff,90
89196bb8827ffff,140
89196bb8827ffff,140
89196bb8953ffff,15
89196bb8953ffff,115
89196bb89cfffff,185
89196bb89cfffff,100
89196bb89cfffff,55
89196bb882fffff,125
89196bb882fffff,130
89196bb882fffff,80
89196bb8827ffff,40
89196bb8827ffff,120
89196bb8827ffff,205
89196bb89cbffff,80
89196bb89cbffff,60
89196bb89cbffff,70
89196bb89cfffff,140
89196bb89c3ffff,115
89196bb89c3ffff,45
89196bb882bffff,165
89196bb882fffff,110
89196bb8823ffff,85
89196bb8827ffff,100
89196bb8827ffff,90
89196bb8827ffff,60
89196bb882bffff,135
89196bb886fffff,5
89196bb882bffff,40
89196bb882bffff,130
89196bb886bffff,5
89196bb886bffff,105
89196bb886bffff,35
89196bb8867ffff,5
89196bb882bffff,35
89196bb882bffff,50
89196bb89cbffff,175
89196bb89cbffff,110
89196bb89cbffff,80
89196bb89cbffff,80
89196bb89c3ffff,95
89196bb89c3ffff,150
89196bb89d7ffff,10
89196bb882bffff,140
89196bb8823ffff,85
89196bb8823ffff,115
89196bb886bffff,180
89196bb886bffff,80
89196bb886bffff,115
89196bb8863ffff,15
89196bb8877ffff,60
89196bb882bffff,45
89196bb8ab7ffff,85
89196bb886bffff,120
89196bb886bffff,120
89196bb887bffff,95
89196bb8863ffff,95
89196bb8863ffff,60
89196bb8877ffff,15
89196bb8877ffff,50
89196bb8877ffff,15
89196bb883bffff,60
89196bb8ab7ffff,90
89196bb8ab7ffff,115
89196bb8ab7ffff,130
89196bb887bffff,20
89196bb8837ffff,100
89196bb8837ffff,115
89196bb89dbffff,140
89196bb89dbffff,65
89196bb89dbffff,30
89196bb883bffff,60
89196bb883bffff,70
89196bb8833ffff,85
89196bb8833ffff,25
89196bb8833ffff,120
89196bb887bffff,55
89196bb8873ffff,125
89196bb8873ffff,80
89196bb8877ffff,145
89196bb8877ffff,30
89196bb883bffff,45
89196bb8ab7ffff,45
89196bb8ab7ffff,135
89196bb8ab7ffff,60
89196bb8833ffff,40
89196bb88afffff,75
89196bb88afffff,80
89196bb89dbffff,155
89196bb89dbffff,120
89196bb883bffff,100
89196bb883bffff,85
89196bb8833ffff,95
89196bb8833ffff,90
89196bb8833ffff,90
89196bb887bffff,20
89196bb8873ffff,50
89196bb8873ffff,110
89196bb8873ffff,165
89196bb880fffff,55
89196bb880fffff,5
89196bb880fffff,45
89196bb8ab3ffff,5
89196bb8ab3ffff,60
89196bb884fffff,115
89196bb8833ffff,105
89196bb88afffff,70
89196bb88afffff,60
89196bb88afffff,45
89196bb88a7ffff,55
89196bb880fffff,130
89196bb8807ffff,95
89196bb8807ffff,95
89196bb8807ffff,85
89196bb88abffff,125
89196bb884fffff,20
89196bb884fffff,125
89196bb887bffff,95
89196bb887bffff,10
89196bb880fffff,35
89196bb880fffff,150
89196bb8ab3ffff,80
89196bb884fffff,15
89196bb884fffff,85
89196bb884fffff,110
89196bb88abffff,115
89196bb88afffff,45
89196bb8807ffff,180
89196bb8807ffff,100
89196bb8807ffff,90
89196bb8807ffff,100
89196bb88abffff,105
89196bb88abffff,120
89196bb88abffff,60
89196bb88a3ffff,5
89196bb8847ffff,95
89196bb8847ffff,140
89196bb8847ffff,120
89196bb880fffff,145
89196bb884fffff,15
89196bb884fffff,70
89196bb884fffff,70
89196bb8847ffff,165
89196bb8847ffff,235
89196bb880bffff,110
89196bb880bffff,145
89196bb880bffff,60
89196bb8803ffff,80
89196bb884bffff,175
89196bb8847ffff,250
89196bb880bffff,230
89196bb880bffff,65
89196bb880bffff,125
89196bb8803ffff,35
89196bb8803ffff,105
89196bb884bffff,75
89196bb884bffff,75
89196bb884bffff,55
89196bb8857ffff,120
89196bb8857ffff,150
89196bb8857ffff,155
89196bb8857ffff,110
89196bb881bffff,60
89196bb881bffff,10
89196bb8803ffff,45
89196bb8a97ffff,165
89196bb8a97ffff,60
89196bb884bffff,115
89196bb885bffff,40
89196bb8843ffff,60
89196bb8857ffff,105
89196bb8857ffff,125
89196bb8857ffff,65
89196bb8857ffff,15
89196bb992bffff,10
89196bb9ba7ffff,35
89196bb9bb7ffff,35
89196bb9db7ffff,40
89196bb9db7ffff,45
89196bb8e5bffff,5
89196bb9d93ffff,5
89196bb832fffff,5
89196bb8327ffff,10
89196bb8327ffff,10
89196bb881bffff,85
89196bb881bffff,125
89196bb8a97ffff,105
89196bb8a97ffff,65
89196bb8a97ffff,50
89196bb885bffff,15
89196bb885bffff,20
89196bb885bffff,90
89196bb8853ffff,80
89196bb8853ffff,60
89196bb8853ffff,25
89196bb8857ffff,110
89196bb8857ffff,85
89196bb88cfffff,150
89196bb881bffff,70
89196bb881bffff,115
89196bb8a93ffff,20
89196bb8a93ffff,85
89196bb8a93ffff,130
89196bb8a97ffff,105
89196bb8a97ffff,45
89196bb885bffff,15
89196bb885bffff,80
89196bb885bffff,30
89196bb8853ffff,110
89196bb88cfffff,350
89196bb881bffff,380
89196bb88c7ffff,30
89196bb8a93ffff,55
89196bb8a93ffff,60
89196bb8a93ffff,135
89196bb8e2fffff,65
89196bb8e2fffff,95
89196bb8e2fffff,75
89196bb885bffff,120
89196bb8e27ffff,270
89196bb8e27ffff,10
89196bb8853ffff,5
89196bb8e67ffff,210
89196bb8e67ffff,80
89196bb8a93ffff,75
89196bb8a93ffff,95
89196bb8e2fffff,75
89196bb8e2fffff,80
89196bb8e2fffff,70
89196bb8e27ffff,70
89196bb8e27ffff,30
89196bb8e27ffff,25
89196bb8e67ffff,210
89196bb8e67ffff,110
89196bb8e2bffff,115
89196bb8e2bffff,70
89196bb8e2fffff,90
89196bb8e2fffff,70
89196bb8e23ffff,40
89196bb8e27ffff,5
89196bb8e27ffff,50
89196bb8e27ffff,5
89196bb8e63ffff,130
89196bb8e67ffff,85
89196bb8e67ffff,105
89196bb8e67ffff,135
89196bb8e2bffff,75
89196bb8e2bffff,65
89196bb8e2bffff,50
89196bb8e2bffff,40
89196bb8e23ffff,260
89196bb8e23ffff,45
89196bb8e37ffff,50
89196bb8e37ffff,45
89196bb88cbffff,60
89196bb8e63ffff,25
89196bb8e63ffff,70
89196bb8e63ffff,125
89196bb8e67ffff,55
89196bb8e77ffff,30
89196bb8e77ffff,25
89196bb8e2bffff,130
89196bb8e2bffff,110
89196bb8e23ffff,10
89196bb8e23ffff,10
89196bb8e23ffff,30
89196bb8e37ffff,40
89196bb8e37ffff,60
89196bb88dbffff,45
89196bb8e6bffff,135
89196bb8e63ffff,90
89196bb8e63ffff,105
89196bb8e63ffff,75
89196bb8e77ffff,155
89196bb8e77ffff,65
89196bb8e77ffff,130
89196bb8e77ffff,150
89196bb8e3bffff,140
89196bb8e3bffff,95
89196bb8e23ffff,5
89196bb8e33ffff,10
89196bb8e37ffff,15
89196bb8e37ffff,15
89196bb8e37ffff,60
89196bb88dbffff,105
89196bb88dbffff,70
89196bb8e7bffff,40
89196bb8e7bffff,105
89196bb8e7bffff,140
89196bb8e63ffff,125
89196bb8e63ffff,115
89196bb8e73ffff,80
89196bb8e77ffff,60
89196bb8e77ffff,150
89196bb8e77ffff,35
89196bb8e3bffff,55
89196bb8e3bffff,5
89196bb8e3bffff,5
89196bb8eafffff,60
89196bb88dbffff,70
89196bb88dbffff,20
89196bb8e7bffff,50
89196bb8e7bffff,115
89196bb8e7bffff,115
89196bb8e73ffff,125
89196bb8e73ffff,95
89196bb8e73ffff,25
89196bb8e73ffff,30
89196bb8e0fffff,90
89196bb8e0fffff,15
89196bb8e3bffff,285
89196bb8eafffff,35
89196bb8eafffff,15
89196bb88d3ffff,5
89196bb8e4fffff,15
89196bb8e7bffff,40
89196bb8e7bffff,95
89196bb8e73ffff,110
89196bb8e73ffff,55
89196bb8e73ffff,45
89196bb8e0fffff,105
89196bb8e0fffff,85
89196bb8e0fffff,390
89196bb8e4fffff,20
89196bb8e47ffff,70
89196bb8e47ffff,80
89196bb8e73ffff,65
89196bb8e73ffff,45
89196bb8e0bffff,80
89196bb8e0fffff,110
89196bb8e0fffff,90
89196bb8e0fffff,105
89196bb8e47ffff,30
89196bb8e47ffff,25
89196bb8e0bffff,145
89196bb8e0bffff,70
89196bb8e0bffff,90
89196bb8e03ffff,120
89196bb8e03ffff,80
89196bb8e07ffff,10
89196bb8e47ffff,5
89196bb8e0bffff,45
89196bb8e0bffff,105
89196bb8e0bffff,75
89196bb8e03ffff,90
89196bb8e03ffff,60
89196bb8e0bffff,10
89196bb8e1bffff,80
89196bb8e03ffff,100
89196bb8e03ffff,15
89196bb8e43ffff,5
89196bb8e1bffff,10
89196bb8c27ffff,120
89196bb8c27ffff,75
89196bb8c27ffff,60
89196bb8c23ffff,25
89196bb8c23ffff,90
89196bb8c37ffff,25
89196bb8c23ffff,10
89196bb8c4fffff,10
89196bb8c43ffff,5
89196bb8c43ffff,5
89196bb9a63ffff,10
89196bb9a63ffff,10
89196bb9a77ffff,10
89196bb9a3bffff,5
89196bb9a73ffff,10
89196bb9a73ffff,10
89196bb9a77ffff,15
89196bb9a73ffff,5
89196bb9aafffff,5
89196bb91abffff,5
89196bb8e1bffff,135
89196bb8e03ffff,10
89196bb8e13ffff,5
89196bb8e53ffff,10
89196bb8e53ffff,5
89196bb8c4bffff,10
89196bb8ecbffff,5
89196bb8ecbffff,10
89196bb8e97ffff,5
89196bb8ec3ffff,5
89196bb8c57ffff,20
89196bb8c57ffff,5
89196bb8c57ffff,5
89196bb8c1bffff,10
89196bb8c1bffff,10
89196bb8c5bffff,5
89196bb8c1bffff,5
89196bb8c13ffff,10
89196bb8c13ffff,10
89196bb8c13ffff,10
89196bb8ec3ffff,10
89196bb8e83ffff,5
89196bb8337ffff,5
89196bb8337ffff,10
89196bb8337ffff,5
89196bb8edbffff,5
89196bb8ec3ffff,5
89196bb8e93ffff,5
89196bb8337ffff,5
89196bb8edbffff,10
89196bb833bffff,15
89196bb8337ffff,10
89196bb833bffff,5
89196bb8333ffff,25
89196bb8333ffff,10
89196bb8307ffff,10
89196bb8333ffff,5
89196bb8373ffff,15
89196bb8373ffff,5
89196bb8307ffff,5
89196bb8edbffff,10
89196bb8edbffff,10
89196bb8333ffff,10
89196bb83afffff,15
89196bb8167ffff,10
89196bb83afffff,25
89196bb83a7ffff,10
89196bb8167ffff,10
89196bb83afffff,15
89196bb83a3ffff,15
89196bb8307ffff,40
89196bb8307ffff,35
89196bb830bffff,5
89196bb830bffff,15
89196bb830bffff,5
89196bb8307ffff,70
89196bb8307ffff,65
89196bb8307ffff,70
89196bb83abffff,60
89196bb834fffff,5
89196bb83a3ffff,20
89196bb83a3ffff,165
89196bb813bffff,10
89196bb83abffff,95
89196bb83abffff,5
89196bb83a3ffff,15
89196bb83a3ffff,5
89196bb83b7ffff,30
89196bb83bbffff,75
89196bb83bbffff,10
89196b16937ffff,15
89196b1693bffff,15
89196b1693bffff,10
89196b16933ffff,15
89196b1690fffff,5
89196b1690fffff,10
89196b1693bffff,25
89196b16907ffff,10
89196b16933ffff,15
89196b169a7ffff,5
89196bb9bc7ffff,5
89196bb9a67ffff,5
89196bb9a6bffff,10
89196bb9a63ffff,5
89196bb9a6bffff,10
89196bb9a6bffff,10
89196bb9a6bffff,10
89196bb9a63ffff,10
89196bb9a7bffff,10
89196bb9a63ffff,10
89196b141d7ffff,5
89196b16907ffff,20
89196bb9283ffff,15
89196bb9283ffff,20
89196bb9283ffff,85
89196bb9283ffff,40
89196bb9283ffff,85
89196bb9063ffff,15
89196bb9077ffff,35
89196bb9077ffff,15
89196bb9077ffff,85
89196bb903bffff,80
89196bb903bffff,75
89196bb903bffff,60
89196bb903bffff,10
89196bb9033ffff,100
89196bb9033ffff,15
89196bb91dbffff,5
89196bb907bffff,5
89196bb9063ffff,15
89196bb9073ffff,95
89196bb9073ffff,80
89196bb9077ffff,65
89196bb9077ffff,65
89196bb903bffff,50
89196bb903bffff,85
89196bb903bffff,110
89196bb903bffff,60
89196bb9033ffff,85
89196bb9033ffff,65
89196bb90afffff,5
89196bb907bffff,40
89196bb9073ffff,95
89196bb9073ffff,105
89196bb9073ffff,80
89196bb9073ffff,50
89196bb900fffff,90
89196bb900fffff,45
89196bb903bffff,85
89196bb903bffff,115
89196bb9007ffff,100
89196bb9033ffff,135
89196bb9033ffff,95
89196bb904fffff,15
89196bb907bffff,30
89196bb9073ffff,85
89196bb9073ffff,125
89196bb9073ffff,130
89196bb900fffff,40
89196bb900fffff,65
89196bb900fffff,25
89196bb900fffff,70
89196bb9007ffff,60
89196bb9007ffff,85
89196bb9033ffff,125
89196bb904fffff,15
89196bb9047ffff,20
89196bb9047ffff,160
89196bb9047ffff,75
89196bb9047ffff,115
89196bb900bffff,60
89196bb900bffff,65
89196bb900fffff,35
89196bb900fffff,90
89196bb9007ffff,75
89196bb9007ffff,70
89196bb8303ffff,40
89196bb8303ffff,65
89196bb8317ffff,70
89196bb8317ffff,105
89196bb83abffff,65
89196bb8303ffff,10
89196bb8303ffff,95
89196bb8303ffff,25
89196bb8317ffff,95
89196bb8317ffff,100
89196bb8317ffff,115
89196bb831bffff,5
89196bb831bffff,85
89196bb8303ffff,70
89196bb8313ffff,50
89196bb8317ffff,85
89196bb8317ffff,80
89196bb8317ffff,95
89196bb8357ffff,5
89196bb831bffff,45
89196bb831bffff,105
89196bb8313ffff,30
89196bb8313ffff,75
89196bb838fffff,95
89196bb838fffff,30
89196bb8353ffff,10
89196bb8353ffff,5
89196bb831bffff,55
89196bb8313ffff,65
89196bb8313ffff,15
89196bb83bbffff,10
89196bb83b7ffff,5
89196bb83bbffff,60
89196bb8107ffff,5
89196bb838fffff,25
89196bb838fffff,40
89196bb814fffff,5
89196bb838fffff,5
89196bb8143ffff,10
89196bb8383ffff,5
89196bb8313ffff,60
89196bb838fffff,60
89196bb838fffff,55
89196bb83c7ffff,15
89196bb8313ffff,40
89196bb838bffff,100
89196bb838fffff,100
89196bb838fffff,25
89196bb83cfffff,5
89196bb83cfffff,15
89196bb83c7ffff,5
89196bb83c7ffff,5
89196bb838bffff,70
89196bb838bffff,75
89196bb838bffff,35
89196bb838bffff,55
89196bb83c3ffff,15
89196bb838bffff,10
89196bb838bffff,25
89196bb838bffff,10
89196bb8143ffff,10
89196bb8103ffff,5
89196bb8103ffff,5
89196bb8143ffff,10
89196bb8143ffff,5
89196bb8117ffff,5
89196bb8113ffff,5
89196bb8153ffff,15
89196bb81cfffff,10
89196bb81cfffff,15
89196bb822bffff,5
89196bb8227ffff,10
89196bb83cbffff,5
89196bb83c3ffff,10
89196bb83c3ffff,10
89196bb838bffff,10
89196bb838bffff,20
89196bb822bffff,10
89196bb8237ffff,5
89196bb83cbffff,10
89196bb81abffff,10
89196bb81b7ffff,5
89196bbaa7bffff,5
89196bbaa73ffff,5
89196bb8187ffff,10
89196bb8183ffff,10
89196bbaa43ffff,10
89196bb8197ffff,5
89196bbaa57ffff,5
89196bb8197ffff,5
89196bb83c3ffff,10
89196bb83d7ffff,20
89196bb83d7ffff,15
89196bb83dbffff,5
89196bb83dbffff,10
89196bb83d7ffff,10
89196bb839bffff,5
89196bb823bffff,10
89196bb8233ffff,5
89196bb8237ffff,20
89196bb811bffff,10
89196bb811bffff,10
89196bb81c7ffff,5
89196bb8113ffff,10
89196bb818fffff,5
89196bb815bffff,5
89196bb815bffff,5
89196bb818fffff,5
89196bb8027ffff,5
89196bb8027ffff,15
89196bb83dbffff,5
89196bb806fffff,10
89196bb806fffff,10
89196bb82afffff,5
89196bb82afffff,10
89196bb83d3ffff,10
89196bb806fffff,5
89196bb820fffff,5
89196bb82afffff,5
89196bb82a7ffff,10
89196bb8153ffff,10
89196bb81cbffff,5
89196bb818bffff,5
89196bb818bffff,5
89196bb81cbffff,15
89196bb81c7ffff,5
89196bb818bffff,10
89196bb802bffff,5
89196bb8023ffff,10
89196bb8037ffff,10
89196bb81cbffff,10
89196bb81d7ffff,10
89196bb8037ffff,10
89196bb81d7ffff,5
89196bb81d7ffff,10
89196bb8077ffff,10
89196bb8023ffff,15
89196bb8037ffff,10
89196bb81d3ffff,10
89196bb81d7ffff,5
89196bb820fffff,10
89196bb82afffff,5
89196bb82a7ffff,5
89196bb82a3ffff,5
89196bb8247ffff,5
89196bb8207ffff,10
89196bb8217ffff,5
89196bb8203ffff,5
89196bb8217ffff,15
89196bb82a3ffff,5
89196bbaa5bffff,15
89196bbaa53ffff,5
89196bbaacfffff,15
89196bb8527ffff,10
89196bbaacbffff,5
89196bbaacbffff,10
89196bbaacfffff,10
89196bb852fffff,5
89196bb8527ffff,5
89196bb8567ffff,10
89196bb82a3ffff,5
89196bb82b7ffff,5
89196bb8257ffff,5
89196bb821bffff,5
89196bb8217ffff,5
89196bb8217ffff,10
89196bb8217ffff,5
89196bb82b3ffff,5
89196bb804fffff,10
89196bb807bffff,25
89196bb81dbffff,10
89196bb81d3ffff,5
89196bb803bffff,10
89196bb8033ffff,5
89196bb81d3ffff,5
89196bb81d3ffff,15
89196bb800fffff,5
89196bb856bffff,10
89196bb856bffff,15
89196bb800fffff,20
89196bb9153ffff,5
89196bb9153ffff,10
89196bb9027ffff,5
89196bb91c7ffff,5
89196bb902fffff,5
89196bb91cbffff,10
89196bb902bffff,5
89196bb902bffff,110
89196bb902bffff,150
89196bb91dbffff,5
89196bb80abffff,10
89196bb80abffff,10
89196bb80afffff,5
89196bb80afffff,5
89196bb80a7ffff,5
89196bb80a7ffff,40
89196bb80a7ffff,45
89196bb856bffff,25
89196bb856bffff,35
89196bb856bffff,15
89196bb807bffff,5
89196bb821bffff,5
89196bb82bbffff,5
89196bb804fffff,10
89196bb8047ffff,10
89196bb8213ffff,5
89196bb8287ffff,20
89196bb804fffff,20
89196bb8047ffff,15
89196bb82cfffff,5
89196bb856bffff,20
89196bb8563ffff,55
89196bb8563ffff,20
89196bb8563ffff,70
89196bb800bffff,10
89196bb80abffff,5
89196bb80a3ffff,5
89196bb80a3ffff,5
89196bb80a3ffff,35
89196bb80a7ffff,140
89196bbaac3ffff,5
89196bb8567ffff,70
89196bb8577ffff,115
89196bb8577ffff,85
89196bb8577ffff,20
89196bb8537ffff,10
89196bb8577ffff,25
89196bb8577ffff,120
89196bb8577ffff,150
89196bb853bffff,105
89196bb80b7ffff,110
89196bb80b7ffff,125
89196bb856bffff,100
89196bb856bffff,65
89196bb856bffff,75
89196bb8563ffff,50
89196bb8563ffff,45
89196bb8563ffff,95
89196bb8017ffff,10
89196bb80abffff,10
89196bb80abffff,15
89196bb80a3ffff,10
89196bb80a3ffff,35
89196bb80b7ffff,80
89196bb80b7ffff,60
89196bb80b7ffff,70
89196bb80b7ffff,55
89196bb857bffff,5
89196bb857bffff,30
89196bb8563ffff,40
89196bb8563ffff,90
89196bb8563ffff,65
89196bb8017ffff,10
89196bb80bbffff,15
89196bb80bbffff,20
89196bb80bbffff,10
89196bb80a3ffff,15
89196bb80a3ffff,20
89196bb80b7ffff,70
89196bb80b7ffff,110
89196bb8287ffff,10
89196bb804bffff,15
89196bb82cfffff,10
89196bb82c7ffff,5
89196bb8287ffff,15
89196bb804bffff,15
89196bb8043ffff,5
89196bb82c3ffff,5
89196bb8283ffff,5
89196bb8283ffff,15
89196bb853bffff,30
89196bb8537ffff,20
89196bb8573ffff,30
89196bb8577ffff,20
89196bb850fffff,80
89196bb853bffff,125
89196bb853bffff,125
89196bb853bffff,10
89196bb8533ffff,5
89196bb8533ffff,15
89196bb80b7ffff,110
89196bb80b7ffff,90
89196bb857bffff,15
89196bb857bffff,50
89196bb857bffff,80
89196bb8573ffff,25
89196bb8573ffff,35
89196bb801bffff,5
89196bb80bbffff,30
89196bb80b3ffff,80
89196bb80b3ffff,65
89196bb80b3ffff,65
89196bb854fffff,105
89196bb854fffff,95
89196bb857bffff,30
89196bb857bffff,85
89196bb857bffff,120
89196bb8573ffff,125
89196bb8573ffff,70
89196bb80b3ffff,55
89196bb0babffff,90
89196bb0babffff,170
89196bb0babffff,235
89196bb0ba3ffff,170
89196bb0b03ffff,10
89196bb0ba3ffff,5
89196bb0b03ffff,65
89196bb0b17ffff,45
89196bb0b13ffff,140
89196bb0b13ffff,135
89196bb0b13ffff,155
89196bb0b17ffff,155
89196bb0b17ffff,65
89196bb0bbbffff,75
89196bb0b13ffff,215
89196bb0b13ffff,135
89196bb0b13ffff,170
89196bb0b8fffff,275
89196bb0b8fffff,120
89196ba2497ffff,15
89196ba2497ffff,15
89196ba2483ffff,10
89196ba2497ffff,5
89196ba2497ffff,40
89196bb0b5bffff,50
89196bb0b5bffff,60
89196bb0b5bffff,35
89196bb0b5bffff,35
89196ba2493ffff,15
